Ball,Score,Outcome,Innings
48.4,4--190,N Fernandes to Z Keogh : 1 run,1st Innings - East Torrens
48.3,4--189,N Fernandes to Z Keogh : 2 runs,1st Innings - East Torrens
48.2,4--187,N Fernandes to Z Keogh : No Run,1st Innings - East Torrens
48.1,4--187,N Fernandes to Z Keogh : No Run,1st Innings - East Torrens
47.6,4--187,L Greber to W Fraine : No Run,1st Innings - East Torrens
47.5,4--187,L Greber to W Fraine : No Run,1st Innings - East Torrens
47.4,4--187,L Greber to Z Keogh : 1 run,1st Innings - East Torrens
47.3,4--186,L Greber to Z Keogh : No Run,1st Innings - East Torrens
47.2,4--186,L Greber to Z Keogh : No Run,1st Innings - East Torrens
47.1,4--186,L Greber to Z Keogh : No Run,1st Innings - East Torrens
46.6,4--186,N Fernandes to Z Keogh : 1 run,1st Innings - East Torrens
46.5,4--185,N Fernandes to Z Keogh : 2 runs,1st Innings - East Torrens
46.4,4--183,N Fernandes to Z Keogh : No Run,1st Innings - East Torrens
46.3,4--183,N Fernandes to W Fraine : 1 run,1st Innings - East Torrens
46.2,4--182,N Fernandes to Z Keogh : 1 run,1st Innings - East Torrens
46.1,4--181,N Fernandes to Z Keogh : 2 runs,1st Innings - East Torrens
45.6,4--179,L Greber to W Fraine : No Run,1st Innings - East Torrens
45.5,4--179,L Greber to W Fraine : No Run,1st Innings - East Torrens
45.4,4--179,L Greber to W Fraine : No Run,1st Innings - East Torrens
45.3,4--179,L Greber to W Fraine : No Run,1st Innings - East Torrens
45.2,4--179,L Greber to W Fraine : No Run,1st Innings - East Torrens
45.1,4--179,L Greber to W Fraine : No Run,1st Innings - East Torrens
44.6,4--179,N Fernandes to Z Keogh : No Run,1st Innings - East Torrens
44.5,4--179,N Fernandes to Z Keogh : No Run,1st Innings - East Torrens
44.4,4--179,N Fernandes to Z Keogh : No Run,1st Innings - East Torrens
44.3,4--179,N Fernandes to Z Keogh : No Run,1st Innings - East Torrens
44.2,4--179,N Fernandes to W Fraine : 1 run,1st Innings - East Torrens
44.1,4--178,N Fernandes to W Fraine : 4 runs,1st Innings - East Torrens
43.6,4--174,L Greber to Z Keogh : No Run,1st Innings - East Torrens
43.5,4--174,L Greber to Z Keogh : No Run,1st Innings - East Torrens
43.4,4--174,L Greber to Z Keogh : No Run,1st Innings - East Torrens
43.3,4--174,L Greber to Z Keogh : No Run,1st Innings - East Torrens
43.2,4--174,L Greber to Z Keogh : No Run,1st Innings - East Torrens
43.1,4--174,L Greber to Z Keogh : No Run,1st Innings - East Torrens
42.6,4--174,N Fernandes to Z Keogh : 1 run,1st Innings - East Torrens
42.5,4--173,N Fernandes to Z Keogh : No Run,1st Innings - East Torrens
42.4,4--173,N Fernandes to Z Keogh : No Run,1st Innings - East Torrens
42.3,4--173,N Fernandes to W Fraine : 1 run,1st Innings - East Torrens
42.2,4--172,N Fernandes to W Fraine : No Run,1st Innings - East Torrens
42.1,4--172,N Fernandes to W Fraine : No Run,1st Innings - East Torrens
41.6,4--172,L Greber to Z Keogh : No Run,1st Innings - East Torrens
41.5,4--172,L Greber to Z Keogh : No Run,1st Innings - East Torrens
41.4,4--172,L Greber to Z Keogh : No Run,1st Innings - East Torrens
41.3,4--172,L Greber to Z Keogh : No Run,1st Innings - East Torrens
41.2,4--172,L Greber to Z Keogh : No Run,1st Innings - East Torrens
41.1,4--172,L Greber to Z Keogh : 4 runs,1st Innings - East Torrens
40.6,4--168,N Fernandes to W Fraine : No Run,1st Innings - East Torrens
40.5,4--168,N Fernandes to Z Keogh : 1 run,1st Innings - East Torrens
40.4,4--167,N Fernandes to Z Keogh : No Run,1st Innings - East Torrens
40.3,4--167,N Fernandes to Z Keogh : No Run,1st Innings - East Torrens
40.2,4--167,N Fernandes to Z Keogh : No Run,1st Innings - East Torrens
40.1,4--167,N Fernandes to Z Keogh : No Run,1st Innings - East Torrens
39.6,4--167,L Greber to W Fraine : No Run,1st Innings - East Torrens
39.5,4--167,L Greber to W Fraine : No Run,1st Innings - East Torrens
39.4,4--167,L Greber to W Fraine : No Run,1st Innings - East Torrens
39.3,4--167,L Greber to W Fraine : No Run,1st Innings - East Torrens
39.2,4--167,L Greber to M Cranmer : M Cranmer dismissed,1st Innings - East Torrens
39.1,3--167,L Greber to M Cranmer : No Run,1st Innings - East Torrens
38.6,3--167,A Whicker to Z Keogh : No Run,1st Innings - East Torrens
38.5,3--167,A Whicker to M Cranmer : 3 runs,1st Innings - East Torrens
38.4,3--164,A Whicker to M Cranmer : No Run,1st Innings - East Torrens
38.3,3--164,A Whicker to M Cranmer : No Run,1st Innings - East Torrens
38.2,3--164,A Whicker to M Cranmer : No Run,1st Innings - East Torrens
38.1,3--164,A Whicker to M Cranmer : No Run,1st Innings - East Torrens
37.6,3--164,C Valente to Z Keogh : No Run,1st Innings - East Torrens
37.5,3--164,C Valente to Z Keogh : No Run,1st Innings - East Torrens
37.4,3--164,C Valente to Z Keogh : No Run,1st Innings - East Torrens
37.3,3--164,C Valente to Z Keogh : No Run,1st Innings - East Torrens
37.2,3--164,C Valente to Z Keogh : No Run,1st Innings - East Torrens
37.1,3--164,C Valente to Z Keogh : No Run,1st Innings - East Torrens
36.6,3--164,A Whicker to M Cranmer : No Run,1st Innings - East Torrens
36.5,3--164,A Whicker to M Cranmer : No Run,1st Innings - East Torrens
36.4,3--164,A Whicker to Z Keogh : 1 run,1st Innings - East Torrens
36.3,3--163,A Whicker to M Cranmer : 1 run,1st Innings - East Torrens
36.2,3--162,A Whicker to M Cranmer : No Run,1st Innings - East Torrens
36.1,3--162,A Whicker to M Cranmer : No Run,1st Innings - East Torrens
35.6,3--162,C Valente to Z Keogh : 2 runs,1st Innings - East Torrens
35.5,3--160,C Valente to Z Keogh : No Run,1st Innings - East Torrens
35.4,3--160,C Valente to M Cranmer : 3 runs,1st Innings - East Torrens
35.3,3--157,C Valente to M Cranmer : No Run,1st Innings - East Torrens
35.2,3--157,C Valente to M Cranmer : No Run,1st Innings - East Torrens
35.1,3--157,C Valente to M Cranmer : No Run,1st Innings - East Torrens
34.6,3--157,A Whicker to M Cranmer : 1 run,1st Innings - East Torrens
34.5,3--156,A Whicker to M Cranmer : No Run,1st Innings - East Torrens
34.4,3--156,A Whicker to Z Keogh : 1 run,1st Innings - East Torrens
34.3,3--155,A Whicker to Z Keogh : No Run,1st Innings - East Torrens
34.2,3--155,A Whicker to M Cranmer : 1 run,1st Innings - East Torrens
34.1,3--154,A Whicker to M Cranmer : No Run,1st Innings - East Torrens
33.6,3--154,C Valente to Z Keogh : No Run,1st Innings - East Torrens
33.5,3--154,C Valente to Z Keogh : No Run,1st Innings - East Torrens
33.4,3--154,C Valente to M Cranmer : 1 run,1st Innings - East Torrens
33.3,3--153,C Valente to M Cranmer : No Run,1st Innings - East Torrens
33.2,3--153,C Valente to M Cranmer : No Run,1st Innings - East Torrens
33.1,3--153,C Valente to Z Keogh : 1 run,1st Innings - East Torrens
32.6,3--152,A Whicker to R King : R King dismissed,1st Innings - East Torrens
32.5,2--152,A Whicker to R King : No Run,1st Innings - East Torrens
32.4,2--152,A Whicker to R King : 2 runs,1st Innings - East Torrens
32.3,2--150,A Whicker to Z Keogh : 1 run,1st Innings - East Torrens
32.2,2--149,A Whicker to Z Keogh : No Run,1st Innings - East Torrens
32.1,2--149,A Whicker to Z Keogh : No Run,1st Innings - East Torrens
31.6,2--149,C Valente to R King : No Run,1st Innings - East Torrens
31.5,2--149,C Valente to R King : No Run,1st Innings - East Torrens
31.4,2--149,C Valente to R King : No Run,1st Innings - East Torrens
31.3,2--149,C Valente to R King : No Run,1st Innings - East Torrens
31.2,2--149,C Valente to Z Keogh : 1 run,1st Innings - East Torrens
31.1,2--148,C Valente to Z Keogh : 2 runs,1st Innings - East Torrens
30.6,2--146,A Whicker to R King : No Run,1st Innings - East Torrens
30.5,2--146,A Whicker to Z Keogh : 1 run,1st Innings - East Torrens
30.4,2--145,A Whicker to Z Keogh : No Run,1st Innings - East Torrens
30.3,2--145,A Whicker to Z Keogh : 4 runs,1st Innings - East Torrens
30.2,2--141,A Whicker to Z Keogh : No Run,1st Innings - East Torrens
30.1,2--141,A Whicker to R King : 1 run,1st Innings - East Torrens
29.6,2--140,C Valente to R King : 3 runs,1st Innings - East Torrens
29.5,2--137,C Valente to Z Keogh : 3 runs,1st Innings - East Torrens
29.4,2--134,C Valente to R King : 3 runs,1st Innings - East Torrens
29.3,2--131,C Valente to R King : No Run,1st Innings - East Torrens
29.2,2--131,C Valente to R King : No Run,1st Innings - East Torrens
29.1,2--131,C Valente to R King : No Run,1st Innings - East Torrens
28.6,2--131,A Whicker to Z Keogh : No Run,1st Innings - East Torrens
28.5,2--131,A Whicker to Z Keogh : No Run,1st Innings - East Torrens
28.4,2--131,A Whicker to Z Keogh : 4 runs,1st Innings - East Torrens
28.3,2--127,A Whicker to Z Keogh : No Run,1st Innings - East Torrens
28.2,2--127,A Whicker to Z Keogh : No Run,1st Innings - East Torrens
28.1,2--127,A Whicker to Z Keogh : No Run,1st Innings - East Torrens
27.6,2--127,P Ketheeshwaran to R King : No Run,1st Innings - East Torrens
27.5,2--127,P Ketheeshwaran to Z Keogh : 3 runs,1st Innings - East Torrens
27.4,2--124,P Ketheeshwaran to R King : 1 run,1st Innings - East Torrens
27.3,2--123,P Ketheeshwaran to R King : 2 runs,1st Innings - East Torrens
27.2,2--121,P Ketheeshwaran to R King : No Run,1st Innings - East Torrens
27.1,2--121,P Ketheeshwaran to R King : No Run,1st Innings - East Torrens
26.6,2--121,A Whicker to Z Keogh : No Run,1st Innings - East Torrens
26.5,2--121,A Whicker to Z Keogh : No Run,1st Innings - East Torrens
26.4,2--121,A Whicker to Z Keogh : No Run,1st Innings - East Torrens
26.3,2--121,A Whicker to Z Keogh : No Run,1st Innings - East Torrens
26.2,2--121,A Whicker to Z Keogh : No Run,1st Innings - East Torrens
26.1,2--121,A Whicker to Z Keogh : No Run,1st Innings - East Torrens
25.6,2--121,P Ketheeshwaran to R King : No Run,1st Innings - East Torrens
25.5,2--121,P Ketheeshwaran to R King : 2 runs,1st Innings - East Torrens
25.4,2--119,P Ketheeshwaran to Z Keogh : 1 run,1st Innings - East Torrens
25.3,2--118,P Ketheeshwaran to Z Keogh : No Run,1st Innings - East Torrens
25.2,2--118,P Ketheeshwaran to R King : 1 run,1st Innings - East Torrens
25.1,2--117,P Ketheeshwaran to Z Keogh : 3 runs,1st Innings - East Torrens
24.6,2--114,A Whicker to Z Keogh : 1 run,1st Innings - East Torrens
24.5,2--113,A Whicker to R King : 1lb,1st Innings - East Torrens
24.4,2--112,A Whicker to R King : No Run,1st Innings - East Torrens
24.3,2--112,A Whicker to R King : 2 runs,1st Innings - East Torrens
24.2,2--110,A Whicker to R King : No Run,1st Innings - East Torrens
24.1,2--110,A Whicker to R King : No Run,1st Innings - East Torrens
23.6,2--110,J Kann to R King : 1 run,1st Innings - East Torrens
23.5,2--109,J Kann to R King : 4 runs,1st Innings - East Torrens
23.4,2--105,J Kann to R King : 6 runs,1st Innings - East Torrens
23.3,2--99,J Kann to R King : No Run,1st Innings - East Torrens
23.2,2--99,J Kann to Z Keogh : 1 run,1st Innings - East Torrens
23.1,2--98,J Kann to Z Keogh : No Run,1st Innings - East Torrens
22.6,2--98,B Turley to R King : 4 runs,1st Innings - East Torrens
22.5,2--94,B Turley to R King : No Run,1st Innings - East Torrens
22.4,2--94,B Turley to R King : No Run,1st Innings - East Torrens
22.3,2--94,B Turley to Z Keogh : 1 run,1st Innings - East Torrens
22.2,2--93,B Turley to R King : 1 run,1st Innings - East Torrens
22.1,2--92,B Turley to R King : No Run,1st Innings - East Torrens
21.7,2--92,J Kann to Z Keogh : No Run,1st Innings - East Torrens
21.6,2--92,J Kann to Z Keogh : No Run,1st Innings - East Torrens
21.5,2--92,J Kann to R King : 1 run,1st Innings - East Torrens
21.4,2--91,J Kann to R King : No Run,1st Innings - East Torrens
21.3,2--91,J Kann to Z Keogh : 1 run,1st Innings - East Torrens
21.2,2--90,J Kann to R King : 1 run,1st Innings - East Torrens
21.1,2--89,J Kann to R King : 1wd,1st Innings - East Torrens
20.6,2--88,B Turley to Z Keogh : 2 runs,1st Innings - East Torrens
20.5,2--86,B Turley to Z Keogh : No Run,1st Innings - East Torrens
20.4,2--86,B Turley to Z Keogh : No Run,1st Innings - East Torrens
20.3,2--86,B Turley to Z Keogh : No Run,1st Innings - East Torrens
20.2,2--86,B Turley to Z Keogh : No Run,1st Innings - East Torrens
20.1,2--86,B Turley to Z Keogh : 4 runs,1st Innings - East Torrens
19.7,2--82,J Kann to R King : No Run,1st Innings - East Torrens
19.6,2--82,J Kann to R King : 4 runs,1st Innings - East Torrens
19.5,2--78,J Kann to Z Keogh : 1 run,1st Innings - East Torrens
19.4,2--77,"J Kann to R King : 1lb, 1nb",1st Innings - East Torrens
19.3,2--75,J Kann to Z Keogh : 1 run,1st Innings - East Torrens
19.2,2--74,J Kann to R King : 1 run,1st Innings - East Torrens
19.1,2--73,J Kann to R King : No Run,1st Innings - East Torrens
18.6,2--73,C Valente to Z Keogh : No Run,1st Innings - East Torrens
18.5,2--73,C Valente to Z Keogh : No Run,1st Innings - East Torrens
18.4,2--73,C Valente to Z Keogh : No Run,1st Innings - East Torrens
18.3,2--73,C Valente to Z Keogh : No Run,1st Innings - East Torrens
18.2,2--73,C Valente to R King : 1 run,1st Innings - East Torrens
18.1,2--72,C Valente to R King : No Run,1st Innings - East Torrens
17.6,2--72,J Kann to Z Keogh : No Run,1st Innings - East Torrens
17.5,2--72,J Kann to Z Keogh : No Run,1st Innings - East Torrens
17.4,2--72,J Kann to Z Keogh : No Run,1st Innings - East Torrens
17.3,2--72,J Kann to R King : 1 run,1st Innings - East Torrens
17.2,2--71,J Kann to R King : No Run,1st Innings - East Torrens
17.1,2--71,J Kann to R King : No Run,1st Innings - East Torrens
16.6,2--71,C Valente to Z Keogh : No Run,1st Innings - East Torrens
16.5,2--71,C Valente to Z Keogh : No Run,1st Innings - East Torrens
16.4,2--71,C Valente to Z Keogh : No Run,1st Innings - East Torrens
16.3,2--71,C Valente to R King : 1 run,1st Innings - East Torrens
16.2,2--70,C Valente to R King : No Run,1st Innings - East Torrens
16.1,2--70,C Valente to R King : No Run,1st Innings - East Torrens
15.6,2--70,B Turley to R King : 1 run,1st Innings - East Torrens
15.5,2--69,B Turley to R King : No Run,1st Innings - East Torrens
15.4,2--69,B Turley to R King : 4 runs,1st Innings - East Torrens
15.3,2--65,B Turley to R King : 2 runs,1st Innings - East Torrens
15.2,2--63,B Turley to R King : No Run,1st Innings - East Torrens
15.1,2--63,B Turley to R King : No Run,1st Innings - East Torrens
14.6,2--63,C Valente to Z Keogh : No Run,1st Innings - East Torrens
14.5,2--63,C Valente to R King : 1 run,1st Innings - East Torrens
14.4,2--62,C Valente to Z Keogh : 1 run,1st Innings - East Torrens
14.3,2--61,C Valente to Z Keogh : No Run,1st Innings - East Torrens
14.2,2--61,C Valente to Z Keogh : 2 runs,1st Innings - East Torrens
14.1,2--59,C Valente to J Barrett : J Barrett dismissed,1st Innings - East Torrens
13.6,1--59,B Turley to R King : 4 runs,1st Innings - East Torrens
13.5,1--55,B Turley to J Barrett : 1 run,1st Innings - East Torrens
13.4,1--54,B Turley to R King : 3 runs,1st Innings - East Torrens
13.3,1--51,B Turley to J Barrett : 1 run,1st Innings - East Torrens
13.2,1--50,B Turley to J Barrett : No Run,1st Innings - East Torrens
13.1,1--50,B Turley to J Barrett : No Run,1st Innings - East Torrens
12.6,1--50,C Valente to R King : 4 runs,1st Innings - East Torrens
12.5,1--46,C Valente to R King : No Run,1st Innings - East Torrens
12.4,1--46,C Valente to R King : No Run,1st Innings - East Torrens
12.3,1--46,C Valente to R King : No Run,1st Innings - East Torrens
12.2,1--46,C Valente to J Barrett : 1 run,1st Innings - East Torrens
12.1,1--45,C Valente to J Barrett : No Run,1st Innings - East Torrens
11.6,1--45,B Turley to R King : No Run,1st Innings - East Torrens
11.5,1--45,B Turley to R King : No Run,1st Innings - East Torrens
11.4,1--45,B Turley to J Barrett : 1 run,1st Innings - East Torrens
11.3,1--44,B Turley to J Barrett : No Run,1st Innings - East Torrens
11.2,1--44,B Turley to J Barrett : 4 runs,1st Innings - East Torrens
11.1,1--40,B Turley to J Barrett : No Run,1st Innings - East Torrens
10.6,1--40,C Valente to R King : 4 runs,1st Innings - East Torrens
10.5,1--36,C Valente to R King : No Run,1st Innings - East Torrens
10.4,1--36,C Valente to R King : No Run,1st Innings - East Torrens
10.3,1--36,C Valente to R King : No Run,1st Innings - East Torrens
10.2,1--36,C Valente to R King : No Run,1st Innings - East Torrens
10.1,1--36,C Valente to J Barrett : 1 run,1st Innings - East Torrens
9.6,1--35,L Greber to R King : No Run,1st Innings - East Torrens
9.5,1--35,L Greber to J Barrett : 1 run,1st Innings - East Torrens
9.4,1--34,L Greber to J Barrett : No Run,1st Innings - East Torrens
9.3,1--34,L Greber to J Barrett : No Run,1st Innings - East Torrens
9.2,1--34,L Greber to J Barrett : 4 runs,1st Innings - East Torrens
9.1,1--30,L Greber to J Barrett : No Run,1st Innings - East Torrens
8.6,1--30,C Valente to R King : No Run,1st Innings - East Torrens
8.5,1--30,C Valente to R King : No Run,1st Innings - East Torrens
8.4,1--30,C Valente to R King : No Run,1st Innings - East Torrens
8.3,1--30,C Valente to R King : No Run,1st Innings - East Torrens
8.2,1--30,C Valente to R King : No Run,1st Innings - East Torrens
8.1,1--30,C Valente to J Barrett : 1 run,1st Innings - East Torrens
7.6,1--29,L Greber to R King : No Run,1st Innings - East Torrens
7.5,1--29,L Greber to J Barrett : 1 run,1st Innings - East Torrens
7.4,1--28,L Greber to J Barrett : No Run,1st Innings - East Torrens
7.3,1--28,L Greber to J Barrett : 2 runs,1st Innings - East Torrens
7.2,1--26,L Greber to J Barrett : No Run,1st Innings - East Torrens
7.1,1--26,L Greber to R King : 1 run,1st Innings - East Torrens
6.6,1--25,C Valente to R King : 3 runs,1st Innings - East Torrens
6.5,1--22,C Valente to R King : No Run,1st Innings - East Torrens
6.4,1--22,C Valente to R King : 2 runs,1st Innings - East Torrens
6.3,1--20,C Valente to C Luke : C Luke dismissed,1st Innings - East Torrens
6.2,0--20,C Valente to C Luke : No Run,1st Innings - East Torrens
6.1,0--20,C Valente to C Luke : No Run,1st Innings - East Torrens
5.6,0--20,L Greber to J Barrett : No Run,1st Innings - East Torrens
5.5,0--20,L Greber to J Barrett : No Run,1st Innings - East Torrens
5.4,0--20,L Greber to J Barrett : No Run,1st Innings - East Torrens
5.3,0--20,L Greber to J Barrett : No Run,1st Innings - East Torrens
5.2,0--20,L Greber to J Barrett : No Run,1st Innings - East Torrens
5.1,0--20,L Greber to J Barrett : 4 runs,1st Innings - East Torrens
4.6,0--16,C Valente to C Luke : No Run,1st Innings - East Torrens
4.5,0--16,C Valente to C Luke : No Run,1st Innings - East Torrens
4.4,0--16,C Valente to C Luke : No Run,1st Innings - East Torrens
4.3,0--16,C Valente to C Luke : No Run,1st Innings - East Torrens
4.2,0--16,C Valente to C Luke : No Run,1st Innings - East Torrens
4.1,0--16,C Valente to J Barrett : 1 run,1st Innings - East Torrens
3.6,0--15,L Greber to C Luke : No Run,1st Innings - East Torrens
3.5,0--15,L Greber to C Luke : No Run,1st Innings - East Torrens
3.4,0--15,L Greber to C Luke : No Run,1st Innings - East Torrens
3.3,0--15,L Greber to C Luke : No Run,1st Innings - East Torrens
3.2,0--15,L Greber to C Luke : 4 runs,1st Innings - East Torrens
3.1,0--11,L Greber to C Luke : 2 runs,1st Innings - East Torrens
2.6,0--9,C Valente to J Barrett : No Run,1st Innings - East Torrens
2.5,0--9,C Valente to J Barrett : No Run,1st Innings - East Torrens
2.4,0--9,C Valente to J Barrett : 4 runs,1st Innings - East Torrens
2.3,0--5,C Valente to J Barrett : No Run,1st Innings - East Torrens
2.2,0--5,C Valente to J Barrett : No Run,1st Innings - East Torrens
2.1,0--5,C Valente to J Barrett : No Run,1st Innings - East Torrens
1.6,0--5,L Greber to C Luke : No Run,1st Innings - East Torrens
1.5,0--5,L Greber to C Luke : No Run,1st Innings - East Torrens
1.4,0--5,L Greber to C Luke : No Run,1st Innings - East Torrens
1.3,0--5,L Greber to C Luke : No Run,1st Innings - East Torrens
1.2,0--5,L Greber to J Barrett : 1 run,1st Innings - East Torrens
1.1,0--4,L Greber to J Barrett : No Run,1st Innings - East Torrens
0.6,0--4,C Valente to C Luke : No Run,1st Innings - East Torrens
0.5,0--4,C Valente to C Luke : 4 runs,1st Innings - East Torrens
0.4,0--0,C Valente to C Luke : No Run,1st Innings - East Torrens
0.3,0--0,C Valente to C Luke : No Run,1st Innings - East Torrens
0.2,0--0,C Valente to C Luke : No Run,1st Innings - East Torrens
0.1,0--0,C Valente to C Luke : No Run,1st Innings - East Torrens
